customer_id,recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend,treatment,split
113,5,3) $200 - $350,244.34,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0,1,test
116,9,2) $100 - $200,151.01,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,train
117,11,1) $0 - $100,35.43,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,train
119,3,3) $200 - $350,313.6,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,train
120,1,2) $100 - $200,117.27,0,1,Rural,0,Phone,Mens E-Mail,0,0,0.0,1,train
121,5,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,train
123,3,5) $500 - $750,683.2,1,1,Rural,1,Multichannel,No E-Mail,0,0,0.0,0,train
124,1,2) $100 - $200,110.07,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,train
126,2,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,train
127,11,2) $100 - $200,160.04,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0,1,train
128,1,4) $350 - $500,418.68,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,train
129,11,3) $200 - $350,316.23,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,test
131,9,3) $200 - $350,329.96,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0,0,train
132,7,2) $100 - $200,185.73,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,train
134,1,5) $500 - $750,616.73,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0,1,train
136,3,3) $200 - $350,249.71,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,train
137,2,1) $0 - $100,46.09,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,train
138,8,1) $0 - $100,48.87,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0,1,train
140,4,3) $200 - $350,270.24,1,0,Urban,1,Phone,No E-Mail,0,0,0.0,0,train
141,9,3) $200 - $350,228.8,1,0,Surburban,0,Multichannel,Mens E-Mail,1,0,0.0,1,test
144,9,2) $100 - $200,162.59,0,1,Urban,0,Phone,Mens E-Mail,1,0,0.0,1,train
145,12,1) $0 - $100,87.62,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,test
146,3,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,test
150,2,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,test
152,7,3) $200 - $350,229.53,1,0,Surburban,0,Web,Mens E-Mail,1,0,0.0,1,test
153,1,4) $350 - $500,439.93,1,1,Rural,1,Multichannel,No E-Mail,0,0,0.0,0,train
157,2,3) $200 - $350,289.55,0,1,Rural,0,Phone,No E-Mail,1,0,0.0,0,train
158,5,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Mens E-Mail,1,0,0.0,1,train
159,9,3) $200 - $350,274.29,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,test
160,1,3) $200 - $350,293.37,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,train
161,12,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0.0,0,train
162,1,4) $350 - $500,407.09,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,train
163,1,2) $100 - $200,142.4,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,train
164,1,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0,1,train
165,12,3) $200 - $350,284.54,1,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,train
166,2,1) $0 - $100,60.2,0,1,Surburban,1,Web,No E-Mail,0,0,0.0,0,train
167,4,"7) $1,000 +",1089.77,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0.0,1,train
173,1,"6) $750 - $1,000",790.36,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0.0,1,train
174,4,1) $0 - $100,36.49,1,0,Urban,1,Web,No E-Mail,0,0,0.0,0,train
175,12,3) $200 - $350,271.89,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0,1,train
177,3,1) $0 - $100,39.83,0,1,Urban,1,Phone,Mens E-Mail,1,0,0.0,1,train
179,5,3) $200 - $350,269.99,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,test
181,4,3) $200 - $350,292.61,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,train
183,6,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,train
184,9,2) $100 - $200,116.3,1,0,Rural,1,Web,Mens E-Mail,1,0,0.0,1,train
185,5,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,train
186,3,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,0,0,0.0,0,train
188,7,1) $0 - $100,39.78,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,train
190,1,5) $500 - $750,720.17,1,1,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,train
191,4,1) $0 - $100,69.08,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,test
193,1,3) $200 - $350,301.19,1,0,Surburban,1,Web,No E-Mail,0,0,0.0,0,train
194,10,3) $200 - $350,307.64,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0,1,train
195,7,4) $350 - $500,481.56,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,train
196,10,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,train
198,5,4) $350 - $500,425.1,1,0,Rural,1,Phone,Mens E-Mail,0,0,0.0,1,train
199,10,1) $0 - $100,36.28,1,0,Urban,1,Web,No E-Mail,0,0,0.0,0,test
201,7,1) $0 - $100,32.42,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,train
203,1,2) $100 - $200,150.93,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,test
205,1,5) $500 - $750,506.51,1,0,Urban,1,Multichannel,No E-Mail,0,0,0.0,0,train
206,8,5) $500 - $750,575.62,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0.0,1,train
208,2,2) $100 - $200,145.76,0,1,Surburban,1,Web,No E-Mail,1,0,0.0,0,train
210,8,4) $350 - $500,428.0,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0,0,train
211,6,5) $500 - $750,604.39,1,1,Urban,1,Phone,No E-Mail,0,0,0.0,0,train
212,8,2) $100 - $200,171.88,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,test
215,7,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0,1,test
216,1,3) $200 - $350,209.98,1,0,Surburban,0,Web,No E-Mail,1,0,0.0,0,train
217,3,2) $100 - $200,166.0,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,train
219,8,3) $200 - $350,336.76,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,train
221,4,4) $350 - $500,356.73,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,train
222,4,1) $0 - $100,52.12,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,test
223,7,4) $350 - $500,406.7,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0,1,train
224,6,3) $200 - $350,277.81,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0,0,train
225,1,2) $100 - $200,181.98,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0,1,train
227,5,1) $0 - $100,29.99,0,1,Rural,1,Web,No E-Mail,0,0,0.0,0,train
230,5,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,1,0,0.0,0,test
231,6,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0,1,train
233,8,2) $100 - $200,130.31,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0,0,test
234,3,1) $0 - $100,65.26,1,0,Urban,0,Web,Mens E-Mail,1,0,0.0,1,test
237,2,2) $100 - $200,115.56,0,1,Surburban,1,Web,No E-Mail,0,0,0.0,0,train
238,8,2) $100 - $200,104.94,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,test
239,7,1) $0 - $100,69.44,1,0,Rural,0,Web,Mens E-Mail,1,0,0.0,1,train
242,2,3) $200 - $350,224.89,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,train
244,5,4) $350 - $500,354.03,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,1,test
245,10,2) $100 - $200,151.43,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,train
246,11,2) $100 - $200,120.14,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,1,train
248,5,3) $200 - $350,290.86,1,0,Urban,1,Web,No E-Mail,0,0,0.0,0,train
250,11,1) $0 - $100,81.06,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,1,train
251,10,1) $0 - $100,55.11,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0,1,test
252,1,5) $500 - $750,513.83,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0,1,train
253,4,"6) $750 - $1,000",770.38,0,1,Rural,1,Multichannel,No E-Mail,0,0,0.0,0,train
254,1,1) $0 - $100,33.5,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,train
255,2,1) $0 - $100,56.25,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0,1,train
256,2,"7) $1,000 +",1093.92,1,1,Surburban,1,Web,No E-Mail,0,0,0.0,0,train
257,1,"6) $750 - $1,000",752.8,1,1,Urban,1,Phone,No E-Mail,0,0,0.0,0,train
258,2,2) $100 - $200,199.95,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0,0,train
259,9,3) $200 - $350,239.91,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,test
260,8,1) $0 - $100,43.16,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,0,train
261,2,4) $350 - $500,418.81,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,train
264,3,1) $0 - $100,67.4,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,test
266,10,1) $0 - $100,54.25,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,train
270,7,3) $200 - $350,329.26,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,test
271,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,Mens E-Mail,0,0,0.0,1,test
273,5,1) $0 - $100,39.52,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0,1,train
274,1,3) $200 - $350,307.58,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,train
275,6,1) $0 - $100,92.32,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,train
279,10,4) $350 - $500,375.9,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,test
280,9,1) $0 - $100,29.99,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,1,train
281,9,3) $200 - $350,220.51,1,0,Urban,0,Multichannel,Mens E-Mail,0,0,0.0,1,train
283,6,1) $0 - $100,78.69,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,test
285,3,4) $350 - $500,376.14,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,train
286,1,2) $100 - $200,179.63,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0.0,1,train
288,8,1) $0 - $100,59.76,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0,1,test
292,4,3) $200 - $350,320.17,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,train
293,1,2) $100 - $200,103.07,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,train
294,10,1) $0 - $100,35.84,1,0,Urban,1,Phone,No E-Mail,0,0,0.0,0,test
296,2,1) $0 - $100,90.91,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,train
297,5,3) $200 - $350,215.03,0,1,Urban,1,Web,No E-Mail,0,0,0.0,0,train
298,1,"6) $750 - $1,000",856.4,0,1,Urban,1,Web,No E-Mail,0,0,0.0,0,train
299,10,2) $100 - $200,139.83,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,train
300,10,3) $200 - $350,245.09,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,train
301,6,2) $100 - $200,127.2,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,test
302,1,4) $350 - $500,470.65,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,test
303,1,1) $0 - $100,59.13,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0,1,train
304,3,3) $200 - $350,327.1,1,0,Surburban,1,Web,No E-Mail,0,0,0.0,0,train
305,1,4) $350 - $500,399.72,1,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0,1,train
306,3,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,train
307,6,4) $350 - $500,398.03,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,test
308,4,2) $100 - $200,134.24,0,1,Urban,0,Web,Mens E-Mail,1,0,0.0,1,train
309,10,3) $200 - $350,290.55,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,train
310,7,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,train
311,4,1) $0 - $100,87.69,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,train
313,12,4) $350 - $500,465.37,0,1,Rural,1,Multichannel,No E-Mail,0,0,0.0,0,train
316,1,2) $100 - $200,188.89,0,1,Surburban,1,Web,No E-Mail,0,0,0.0,0,train
317,4,1) $0 - $100,49.8,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0,1,train
319,3,3) $200 - $350,229.42,0,1,Rural,0,Multichannel,No E-Mail,0,0,0.0,0,train
320,1,3) $200 - $350,253.18,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0,1,train
321,2,2) $100 - $200,156.4,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,test
323,4,5) $500 - $750,557.47,1,0,Urban,1,Web,No E-Mail,0,0,0.0,0,train
326,11,2) $100 - $200,140.07,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0,1,train
327,10,2) $100 - $200,168.04,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,train
329,4,2) $100 - $200,164.7,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,train
330,2,1) $0 - $100,57.53,1,0,Urban,1,Phone,No E-Mail,0,0,0.0,0,test
332,3,2) $100 - $200,188.19,1,0,Urban,0,Phone,Mens E-Mail,1,0,0.0,1,train
333,10,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,1,1,149.28,0,train
334,1,1) $0 - $100,35.23,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,train
336,4,5) $500 - $750,550.59,1,0,Surburban,1,Web,No E-Mail,0,0,0.0,0,train
337,6,3) $200 - $350,232.94,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0,1,train
341,10,3) $200 - $350,205.88,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,train
342,1,"7) $1,000 +",1281.48,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,train
343,3,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,1,0,0.0,0,train
344,3,5) $500 - $750,542.16,1,0,Urban,1,Phone,Mens E-Mail,1,0,0.0,1,train
346,6,5) $500 - $750,507.25,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,train
347,10,1) $0 - $100,29.99,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0,1,train
349,7,1) $0 - $100,60.02,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0,1,test
350,1,1) $0 - $100,68.5,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,train
351,11,1) $0 - $100,37.45,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,train
354,4,1) $0 - $100,70.39,0,1,Surburban,1,Web,No E-Mail,0,0,0.0,0,train
355,6,1) $0 - $100,98.8,0,1,Rural,1,Phone,Mens E-Mail,1,0,0.0,1,test
357,5,5) $500 - $750,556.5,0,1,Rural,1,Web,Mens E-Mail,0,0,0.0,1,test
359,6,2) $100 - $200,136.26,0,1,Rural,1,Web,No E-Mail,0,0,0.0,0,test
361,9,2) $100 - $200,172.14,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,train
362,2,3) $200 - $350,203.52,1,1,Urban,1,Multichannel,No E-Mail,1,0,0.0,0,train
364,10,3) $200 - $350,320.11,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,train
366,8,3) $200 - $350,267.25,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,train
369,9,5) $500 - $750,744.22,1,0,Rural,1,Web,No E-Mail,0,0,0.0,0,train
370,3,1) $0 - $100,99.25,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0,0,train
371,5,1) $0 - $100,62.49,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,train
372,4,1) $0 - $100,72.66,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0,1,train
373,10,3) $200 - $350,333.65,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,train
374,7,3) $200 - $350,340.18,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,test
376,10,1) $0 - $100,62.63,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0,1,train
378,5,3) $200 - $350,283.55,1,0,Urban,1,Phone,No E-Mail,0,0,0.0,0,train
380,9,1) $0 - $100,54.34,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0.0,1,train
381,5,3) $200 - $350,247.82,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,train
382,11,2) $100 - $200,178.56,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,train
383,2,1) $0 - $100,86.38,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0,1,train
384,7,3) $200 - $350,233.4,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,train
386,1,"7) $1,000 +",1524.15,1,0,Rural,1,Web,No E-Mail,0,0,0.0,0,train
389,10,1) $0 - $100,57.71,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,test
390,4,4) $350 - $500,410.86,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,train
391,6,1) $0 - $100,40.24,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0,1,train
392,9,5) $500 - $750,535.17,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0,1,train
393,3,5) $500 - $750,584.63,1,1,Surburban,1,Web,No E-Mail,0,0,0.0,0,test
394,1,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,train
396,5,2) $100 - $200,119.47,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,train
397,7,1) $0 - $100,68.86,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,train
398,3,1) $0 - $100,68.81,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,train
399,9,2) $100 - $200,165.62,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,train
400,1,5) $500 - $750,686.08,1,1,Urban,1,Web,No E-Mail,0,0,0.0,0,train
403,7,2) $100 - $200,145.89,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,train
405,5,"6) $750 - $1,000",964.59,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0,0,train
407,7,5) $500 - $750,578.35,0,1,Surburban,1,Web,Mens E-Mail,1,0,0.0,1,train
408,7,1) $0 - $100,93.33,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,train
413,5,1) $0 - $100,42.3,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,test
414,4,4) $350 - $500,474.94,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0,1,train
415,7,3) $200 - $350,291.88,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,test
418,6,1) $0 - $100,32.17,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0,1,train
